,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
4625,NH,0.7142857142857143,1.0,W,L,D,W,L,D,-0.42857142857142855,0.14285714285714285,-0.14285714285714285,-6.0
4626,NH,1.2857142857142858,1.7142857142857142,D,W,D,L,W,W,0.0,0.7142857142857143,-0.8571428571428571,3.0
4627,NH,0.42857142857142855,1.2857142857142858,L,W,L,L,W,W,-1.1428571428571428,0.5714285714285714,-0.42857142857142855,9.0
4628,H,1.5714285714285714,0.7142857142857143,W,W,W,D,L,W,0.42857142857142855,-0.5714285714285714,0.8571428571428571,-12.0
4629,H,1.2857142857142858,0.7142857142857143,L,W,W,D,L,W,0.5714285714285714,-0.5714285714285714,0.14285714285714285,-7.0
4630,H,0.75,0.375,D,W,L,L,D,D,-0.375,-0.75,0.375,-10.0
4631,H,1.875,1.0,W,L,W,D,W,L,1.0,0.125,0.75,-12.0
4632,H,0.375,1.5,L,L,L,W,L,D,-1.5,1.0,-1.0,9.0
4633,H,1.0,0.625,D,L,L,D,L,L,0.125,-0.75,0.0,-4.0
4634,NH,1.75,2.375,W,W,W,W,W,W,0.625,1.375,0.0,-2.0
4635,NH,1.75,1.875,W,D,W,W,W,D,0.5,0.875,-0.125,9.0
4636,H,1.375,0.5,L,W,D,D,L,W,0.0,-1.0,0.5,0.0
4637,NH,0.25,1.75,L,L,L,D,W,W,-1.25,0.75,-0.875,10.0
4638,NH,1.0,1.125,D,L,W,L,D,W,-0.25,-0.375,0.0,8.0
4639,H,1.5,0.25,W,L,D,L,L,L,1.0,-1.25,1.125,-14.0
4640,NH,0.5555555555555556,0.6666666666666666,L,L,D,W,L,L,-0.7777777777777778,-1.2222222222222223,0.0,4.0
4641,H,2.0,1.2222222222222223,W,W,W,W,D,L,0.8888888888888888,0.2222222222222222,0.7777777777777778,-10.0
4642,NH,0.4444444444444444,1.4444444444444444,D,L,D,W,D,L,-0.6666666666666666,0.5555555555555556,-0.7777777777777778,9.0
4643,NH,0.8888888888888888,1.0,L,D,W,D,D,L,-0.1111111111111111,-0.2222222222222222,-0.1111111111111111,1.0
4644,H,0.5555555555555556,1.5555555555555556,L,D,L,W,L,W,-0.7777777777777778,0.3333333333333333,-0.7777777777777778,-3.0
4645,NH,2.4444444444444446,2.0,W,W,W,W,W,L,1.4444444444444444,1.1111111111111112,0.1111111111111111,4.0
4646,NH,1.6666666666666667,1.0,D,D,W,W,D,W,0.6666666666666666,-0.2222222222222222,0.1111111111111111,-1.0
4647,H,1.1111111111111112,1.5555555555555556,D,L,D,L,W,D,-0.3333333333333333,0.3333333333333333,-0.1111111111111111,-5.0
4648,NH,0.4444444444444444,1.5555555555555556,L,D,L,L,W,W,-1.2222222222222223,0.3333333333333333,-0.8888888888888888,14.0
4649,NH,1.4444444444444444,1.6666666666666667,W,D,L,D,D,W,0.5555555555555556,0.6666666666666666,0.1111111111111111,2.0
4650,H,2.1,1.5,W,W,W,W,L,W,1.1,0.8,0.5,-1.0
4651,H,0.7,0.9,D,W,L,D,L,D,-1.1,-0.1,-0.1,-2.0
4652,NH,0.9,0.6,L,D,D,D,L,L,-0.3,-0.7,0.3,-3.0
4653,NH,1.1,2.2,L,W,D,L,W,W,0.1,1.2,-0.8,5.0
4654,NH,1.7,0.8,W,L,W,W,L,D,0.4,-0.6,0.8,-11.0
4655,NH,1.4,2.1,L,W,L,W,W,W,0.2,0.9,-0.6,17.0
4656,NH,1.0,1.3,D,W,D,W,D,L,-0.2,-0.2,0.0,3.0
4657,NH,0.3,0.5,L,D,L,D,D,L,-1.1,-0.6,-0.3,-1.0
4658,H,1.4,0.4,L,L,W,L,L,D,0.2,-1.2,0.3,-8.0
4659,NH,1.5,1.4,W,L,W,D,W,D,0.8,0.5,-0.1,-6.0
4660,NH,0.8181818181818182,2.1818181818181817,W,D,L,W,W,W,-0.5454545454545454,1.0909090909090908,-0.6363636363636364,14.0
4661,H,1.5454545454545454,0.8181818181818182,D,D,D,L,L,D,0.5454545454545454,-0.36363636363636365,0.45454545454545453,-6.0
4662,NH,0.5454545454545454,0.9090909090909091,D,D,D,W,D,W,-0.5454545454545454,-0.9090909090909091,-0.2727272727272727,6.0
4663,NH,0.36363636363636365,1.0909090909090908,L,L,L,D,L,W,-1.2727272727272727,0.09090909090909091,-0.36363636363636365,7.0
4664,H,0.8181818181818182,0.36363636363636365,L,D,L,D,L,D,-0.18181818181818182,-1.0,0.2727272727272727,-3.0
4665,NH,1.0,1.5454545454545454,W,W,L,W,L,L,-0.45454545454545453,0.36363636363636365,0.0,5.0
4666,NH,2.090909090909091,1.0,D,L,W,D,D,W,1.0909090909090908,-0.18181818181818182,0.09090909090909091,-2.0
4667,H,2.0,1.5454545454545454,D,W,W,L,W,L,0.8181818181818182,0.2727272727272727,0.36363636363636365,-3.0
4668,NH,1.2727272727272727,1.3636363636363635,D,W,D,D,L,W,-0.18181818181818182,0.18181818181818182,-0.09090909090909091,-13.0
4669,H,1.3636363636363635,1.5454545454545454,L,W,L,L,W,L,0.6363636363636364,0.2727272727272727,-0.2727272727272727,-1.0
4670,H,1.0,0.9166666666666666,D,D,D,L,W,W,-0.16666666666666666,-0.5,0.0,-7.0
4671,H,2.0833333333333335,0.75,W,D,W,L,W,D,0.8333333333333334,-0.5833333333333334,0.75,-15.0
4672,NH,1.1666666666666667,1.0833333333333333,L,D,W,D,D,L,-0.25,0.08333333333333333,-0.08333333333333333,-6.0
4673,H,0.9166666666666666,2.25,D,W,D,W,W,W,-0.8333333333333334,1.0833333333333333,-0.5833333333333334,10.0
4674,NH,0.3333333333333333,0.4166666666666667,L,D,L,D,L,L,-1.0,-1.1666666666666667,0.0,-1.0
4675,H,0.75,1.6666666666666667,W,D,D,W,D,D,-0.4166666666666667,0.5833333333333334,-0.08333333333333333,11.0
4676,H,1.6666666666666667,2.0,W,W,L,D,D,L,0.4166666666666667,1.0,0.08333333333333333,4.0
4677,NH,1.3333333333333333,1.0,D,D,D,W,L,L,0.4166666666666667,-0.16666666666666666,0.16666666666666666,-4.0
4678,NH,1.5,1.0,W,D,L,W,L,D,0.25,-0.08333333333333333,0.16666666666666666,4.0
4679,NH,0.75,1.3333333333333333,L,W,D,D,L,W,-0.5833333333333334,0.5833333333333334,-0.25,13.0
4680,NH,1.5384615384615385,1.0769230769230769,L,W,D,W,D,W,0.46153846153846156,-0.6923076923076923,-0.38461538461538464,-5.0
4681,H,2.076923076923077,0.3076923076923077,L,W,W,L,L,D,0.9230769230769231,-1.0769230769230769,0.7692307692307693,-15.0
4682,H,1.0,1.2307692307692308,D,W,L,L,D,D,-0.07692307692307693,0.23076923076923078,-0.07692307692307693,5.0
4683,NH,0.9230769230769231,1.7692307692307692,L,W,L,W,W,W,-0.3076923076923077,0.46153846153846156,-0.38461538461538464,3.0
4684,H,0.8461538461538461,0.6923076923076923,L,L,W,L,W,D,-0.6923076923076923,-0.46153846153846156,0.0,-3.0
4685,NH,1.8461538461538463,2.1538461538461537,L,D,D,W,W,D,0.8461538461538461,1.1538461538461537,-0.6153846153846154,5.0
4686,H,0.6153846153846154,1.0769230769230769,W,D,L,L,L,D,-0.9230769230769231,-0.3076923076923077,-0.07692307692307693,13.0
4687,NH,1.2307692307692308,1.1538461538461537,W,D,D,W,D,D,0.15384615384615385,0.07692307692307693,-0.07692307692307693,3.0
4688,H,1.3076923076923077,1.4615384615384615,L,L,L,D,W,D,-0.07692307692307693,0.23076923076923078,-0.38461538461538464,-14.0
4689,H,0.6923076923076923,0.6923076923076923,L,L,W,L,W,D,-0.9230769230769231,-0.46153846153846156,-0.15384615384615385,-2.0
4690,NH,0.9285714285714286,0.2857142857142857,D,L,W,L,L,L,-0.2857142857142857,-1.1428571428571428,0.21428571428571427,-4.0
4691,NH,1.7857142857142858,1.1428571428571428,D,L,D,L,L,D,0.7857142857142857,0.14285714285714285,0.0,-3.0
4692,NH,1.5,1.4285714285714286,D,L,W,D,W,D,0.42857142857142855,0.7142857142857143,-0.14285714285714285,4.0
4693,H,2.142857142857143,1.3571428571428572,W,L,W,L,D,W,1.0,0.07142857142857142,0.5,-16.0
4694,NH,0.7857142857142857,1.0714285714285714,W,W,D,D,W,D,-0.7142857142857143,-0.6428571428571429,-0.14285714285714285,6.0
4695,H,1.1428571428571428,1.0,W,D,W,L,L,L,0.0,-0.42857142857142855,0.2857142857142857,9.0
4696,H,1.2142857142857142,1.8571428571428572,D,W,D,W,W,W,0.14285714285714285,0.5714285714285714,-0.42857142857142855,1.0
4697,H,1.4285714285714286,1.1428571428571428,W,L,L,D,W,D,0.07142857142857142,0.07142857142857142,-0.07142857142857142,-4.0
4698,NH,1.0,2.0714285714285716,W,L,L,D,W,W,-0.5714285714285714,1.0714285714285714,-0.14285714285714285,14.0
4699,NH,1.4285714285714286,1.2142857142857142,D,W,D,D,W,D,0.7142857142857143,0.14285714285714285,0.14285714285714285,-8.0
4700,NH,1.1333333333333333,1.5333333333333334,D,L,L,W,W,L,0.13333333333333333,0.13333333333333333,-0.2,5.0
4701,H,1.0666666666666667,0.8,L,D,W,D,W,W,0.0,-0.6666666666666666,-0.13333333333333333,-10.0
4702,NH,2.1333333333333333,1.4666666666666666,W,D,W,D,D,L,1.1333333333333333,0.4,0.3333333333333333,-6.0
4703,NH,0.3333333333333333,0.8666666666666667,D,L,L,W,D,L,-1.0666666666666667,-0.7333333333333333,-0.3333333333333333,1.0
4704,NH,0.6,2.2,L,L,L,W,W,L,-0.5333333333333333,1.0,-0.5333333333333333,16.0
4705,NH,1.7333333333333334,1.2666666666666666,L,W,W,W,W,D,0.4,0.06666666666666667,0.13333333333333333,-4.0
4706,H,1.2666666666666666,1.7333333333333334,L,L,D,D,D,L,0.0,0.7333333333333333,0.06666666666666667,12.0
4707,H,1.0666666666666667,0.8666666666666667,D,D,W,L,D,L,-0.6,-0.3333333333333333,0.3333333333333333,-1.0
4708,H,0.9333333333333333,0.9333333333333333,L,L,L,L,W,L,-0.4666666666666667,-0.6666666666666666,-0.3333333333333333,-10.0
4709,H,1.4,1.7333333333333334,D,D,W,L,W,W,0.6666666666666666,0.4,-0.4,-7.0
4710,NH,0.875,1.375,D,W,D,W,W,W,-0.6875,0.125,-0.5,2.0
4711,H,0.75,0.5625,L,D,W,L,L,L,-0.6875,-0.5625,0.3125,0.0
4712,NH,0.8125,1.625,L,L,D,L,D,D,-0.4375,0.5625,0.0625,7.0
4713,NH,1.4375,1.1875,W,W,D,W,D,D,0.375,-0.5,0.125,-1.0
4714,NH,0.875,0.375,L,L,W,D,D,L,-0.8125,-1.0,0.0625,-2.0
4715,H,1.4375,1.625,D,D,D,W,W,W,0.375,0.3125,-0.1875,3.0
4716,NH,2.0625,2.25,D,W,D,W,W,W,1.0625,1.0,-0.0625,-1.0
4717,NH,1.375,1.1875,W,L,L,W,L,D,0.125,0.0625,-0.0625,10.0
4718,H,1.0625,1.0625,L,D,L,W,L,L,-0.0625,-0.25,-0.0625,4.0
4719,H,0.8125,0.5625,L,L,D,L,L,L,-0.4375,-0.5625,0.0625,-5.0
4720,NH,1.2941176470588236,0.8823529411764706,W,W,L,D,D,W,0.11764705882352941,-0.6470588235294118,0.23529411764705882,-8.0
4721,H,2.2941176470588234,0.9411764705882353,W,W,W,W,L,L,1.0,-0.23529411764705882,0.47058823529411764,-11.0
4722,NH,1.0,1.9411764705882353,L,W,L,L,D,W,-0.29411764705882354,0.9411764705882353,-0.29411764705882354,4.0
4723,H,1.2941176470588236,0.8823529411764706,W,W,D,D,L,L,-0.4117647058823529,-0.7647058823529411,0.4117647058823529,-3.0
4724,H,0.4117647058823529,1.1764705882352942,D,D,D,W,L,D,-0.9411764705882353,0.0,-0.058823529411764705,8.0
4725,NH,1.3529411764705883,1.5294117647058822,D,W,W,W,D,D,0.11764705882352941,0.4117647058823529,0.29411764705882354,7.0
4726,H,1.5294117647058822,1.3529411764705883,L,W,W,L,W,W,0.23529411764705882,0.29411764705882354,-0.058823529411764705,-7.0
4727,NH,1.5294117647058822,1.2941176470588236,L,L,L,L,W,L,0.17647058823529413,0.058823529411764705,0.11764705882352941,-8.0
4728,NH,0.5294117647058824,1.411764705882353,L,L,L,W,L,D,-0.7058823529411765,0.5882352941176471,-0.47058823529411764,15.0
4729,H,1.2941176470588236,1.1764705882352942,W,W,L,W,L,D,0.11764705882352941,0.0,0.35294117647058826,-1.0
4730,H,2.0,0.5,W,L,D,L,L,L,1.0,-0.8333333333333334,0.4444444444444444,-17.0
4731,H,0.9444444444444444,0.5555555555555556,L,L,W,W,D,D,-0.3888888888888889,-0.8333333333333334,-0.16666666666666666,-12.0
4732,NH,0.8333333333333334,0.8888888888888888,L,W,L,L,W,L,-0.6111111111111112,-0.3333333333333333,0.16666666666666666,5.0
4733,NH,1.6111111111111112,1.3333333333333333,W,L,W,D,D,W,0.2777777777777778,0.1111111111111111,0.05555555555555555,-10.0
4734,H,1.5,1.3888888888888888,D,L,L,W,W,W,0.16666666666666666,-0.3333333333333333,-0.3888888888888889,-2.0
4735,NH,1.2777777777777777,1.5,D,L,W,D,W,D,0.05555555555555555,0.3888888888888889,-0.16666666666666666,11.0
4736,NH,0.8333333333333334,1.5,L,D,L,W,W,L,-0.7777777777777778,0.7222222222222222,-0.2222222222222222,12.0
4737,H,1.7777777777777777,1.0,W,W,L,W,D,D,1.0555555555555556,-0.5,-0.05555555555555555,-10.0
4738,NH,1.2777777777777777,2.3333333333333335,L,L,W,W,W,W,0.2222222222222222,1.0555555555555556,-0.4444444444444444,9.0
4739,NH,1.0,1.6111111111111112,W,D,D,W,L,W,-0.5,0.2777777777777778,-0.16666666666666666,12.0
4740,H,1.5789473684210527,0.7894736842105263,W,D,W,L,L,D,0.42105263157894735,-0.7894736842105263,0.42105263157894735,-8.0
4741,NH,1.0526315789473684,0.8421052631578947,L,L,W,D,L,W,-0.2631578947368421,-0.5789473684210527,-0.05263157894736842,-9.0
4742,H,2.263157894736842,1.0526315789473684,D,W,W,W,L,L,1.0,-0.3157894736842105,0.3684210526315789,-3.0
4743,NH,1.3157894736842106,1.8421052631578947,L,W,W,W,W,W,-0.3684210526315789,1.0526315789473684,0.0,6.0
4744,NH,0.5263157894736842,1.5789473684210527,L,W,D,W,D,L,-0.8421052631578947,0.21052631578947367,0.10526315789473684,7.0
4745,NH,0.47368421052631576,1.263157894736842,L,L,L,D,L,L,-0.8421052631578947,0.21052631578947367,-0.3684210526315789,7.0
4746,H,1.3157894736842106,1.3157894736842106,D,D,D,W,L,W,0.10526315789473684,0.21052631578947367,0.0,6.0
4747,H,1.0,2.0526315789473686,W,L,W,W,W,L,-0.2631578947368421,1.0,-0.21052631578947367,12.0
4748,H,1.5789473684210527,1.0526315789473684,W,W,W,W,L,L,0.7368421052631579,-0.3157894736842105,0.21052631578947367,-2.0
4749,NH,0.9473684210526315,0.7894736842105263,L,W,D,L,L,D,-0.8947368421052632,-0.7894736842105263,0.3684210526315789,1.0
4750,NH,1.05,1.25,D,L,L,D,D,L,-0.25,0.2,-0.05,-2.0
4751,H,2.3,1.65,W,D,W,W,W,D,1.0,0.25,0.3,-8.0
4752,NH,1.25,1.95,L,L,W,L,W,W,-0.4,0.9,0.1,11.0
4753,H,0.5,1.15,D,L,L,L,L,D,-0.8,-0.05,-0.15,0.0
4754,NH,1.4,0.85,W,D,D,D,D,L,0.2,-0.55,0.2,-4.0
4755,NH,1.1,1.65,W,W,L,W,D,W,-0.2,0.45,-0.05,9.0
4756,NH,1.65,1.9,W,W,D,W,W,W,0.45,1.05,-0.05,1.0
4757,NH,0.5,1.25,L,L,W,L,W,L,-0.85,0.1,-0.2,9.0
4758,H,1.95,1.4,L,W,W,W,D,D,0.9,0.2,-0.1,-13.0
4759,NH,0.85,1.65,D,D,L,W,W,W,-0.55,0.9,-0.35,15.0
4760,NH,1.3333333333333333,0.8571428571428571,W,D,D,L,L,L,0.23809523809523808,-1.1428571428571428,0.047619047619047616,-5.0
4761,H,1.7142857142857142,0.6190476190476191,W,W,D,W,D,L,0.47619047619047616,-0.7142857142857143,0.2857142857142857,-14.0
4762,NH,1.5714285714285714,1.0,L,W,W,L,D,L,0.14285714285714285,-0.2857142857142857,0.14285714285714285,1.0
4763,H,1.2380952380952381,1.1904761904761905,W,L,L,L,L,L,0.0,-0.42857142857142855,-0.09523809523809523,6.0
4764,NH,0.8571428571428571,2.3333333333333335,W,L,L,W,W,D,-0.6190476190476191,1.0476190476190477,-0.42857142857142855,13.0
4765,NH,1.8095238095238095,0.47619047619047616,L,W,W,L,L,L,0.9523809523809523,-0.9523809523809523,0.38095238095238093,-11.0
4766,H,1.3333333333333333,1.0476190476190477,W,L,W,L,W,W,0.23809523809523808,-0.23809523809523808,0.0,-5.0
4767,NH,0.9523809523809523,1.5714285714285714,L,L,W,L,W,W,-0.5238095238095238,0.38095238095238093,-0.3333333333333333,-2.0
4768,NH,0.8571428571428571,0.8571428571428571,L,L,L,D,D,D,-1.1428571428571428,-0.5238095238095238,-0.09523809523809523,-2.0
4769,NH,1.5714285714285714,1.3333333333333333,L,W,W,W,D,D,0.38095238095238093,0.23809523809523808,0.23809523809523808,-4.0
4770,NH,1.0909090909090908,0.8181818181818182,W,L,D,L,W,L,-0.22727272727272727,-0.7727272727272727,0.045454545454545456,-6.0
4771,NH,1.1363636363636365,0.9090909090909091,L,L,L,L,L,L,-0.45454545454545453,-0.5454545454545454,0.0,7.0
4772,NH,0.5909090909090909,1.7727272727272727,W,L,L,W,W,W,-0.8636363636363636,0.5454545454545454,-0.3181818181818182,13.0
4773,H,0.5909090909090909,1.5,L,W,D,L,L,W,-0.7727272727272727,0.09090909090909091,-0.13636363636363635,8.0
4774,NH,1.3181818181818181,1.8636363636363635,L,D,W,W,L,W,0.045454545454545456,1.0909090909090908,-0.2727272727272727,8.0
4775,H,1.0,1.1818181818181819,L,L,W,L,W,L,-0.36363636363636365,-0.13636363636363635,0.09090909090909091,-5.0
4776,NH,1.5454545454545454,2.0454545454545454,L,D,W,W,W,L,0.7272727272727273,1.0,-0.09090909090909091,2.0
4777,H,2.3636363636363638,1.4090909090909092,W,W,W,W,W,L,1.1818181818181819,0.36363636363636365,0.18181818181818182,-6.0
4778,NH,1.8636363636363635,0.9545454545454546,W,L,W,W,D,D,1.0909090909090908,-0.45454545454545453,0.2727272727272727,-12.0
4779,H,1.4090909090909092,1.1363636363636365,W,W,L,L,L,L,0.36363636363636365,-0.45454545454545453,0.2727272727272727,-4.0
4780,H,2.0869565217391304,1.0869565217391304,W,W,W,D,W,L,1.0434782608695652,-0.21739130434782608,0.30434782608695654,-8.0
4781,NH,0.9130434782608695,0.6956521739130435,D,L,L,W,L,W,-0.5217391304347826,-0.6956521739130435,-0.13043478260869565,-13.0
4782,H,1.3043478260869565,1.2608695652173914,D,D,W,L,L,D,0.21739130434782608,-0.13043478260869565,0.08695652173913043,-3.0
4783,NH,1.434782608695652,0.8260869565217391,L,L,L,L,D,L,0.043478260869565216,-1.0869565217391304,0.21739130434782608,-6.0
4784,NH,1.173913043478261,0.6086956521739131,D,L,W,D,W,L,-0.13043478260869565,-0.8260869565217391,0.0,1.0
4785,NH,0.8260869565217391,1.0869565217391304,D,L,W,W,L,L,-0.7391304347826086,-0.21739130434782608,-0.21739130434782608,2.0
4786,H,1.826086956521739,1.4782608695652173,D,W,L,L,L,D,1.0434782608695652,0.6521739130434783,0.13043478260869565,3.0
4787,NH,1.7391304347826086,2.391304347826087,D,W,W,W,W,W,0.5217391304347826,1.173913043478261,-0.08695652173913043,2.0
4788,NH,0.9565217391304348,1.608695652173913,D,W,D,D,W,L,-0.43478260869565216,0.391304347826087,-0.13043478260869565,11.0
4789,H,1.4782608695652173,1.173913043478261,L,L,D,D,L,W,0.6521739130434783,-0.13043478260869565,0.13043478260869565,-15.0
4790,NH,0.8333333333333334,0.875,D,L,D,L,D,L,-1.0416666666666667,-0.5416666666666666,0.041666666666666664,11.0
4791,NH,0.625,2.125,D,D,W,W,W,W,-0.7916666666666666,1.0833333333333333,-0.2916666666666667,16.0
4792,NH,1.2083333333333333,0.7916666666666666,L,L,L,L,D,L,-0.20833333333333334,-0.75,0.0,-1.0
4793,NH,1.1666666666666667,1.375,W,W,L,W,D,D,-0.16666666666666666,0.2916666666666667,0.0,2.0
4794,NH,1.5416666666666667,1.4166666666666667,W,L,L,W,L,W,0.7916666666666666,0.5,-0.08333333333333333,-5.0
4795,H,1.5833333333333333,1.4166666666666667,D,D,W,D,L,L,0.375,0.041666666666666664,0.16666666666666666,-3.0
4796,H,1.0416666666666667,1.125,L,D,W,L,D,L,-0.2916666666666667,-0.2916666666666667,0.041666666666666664,-9.0
4797,H,2.3333333333333335,0.9583333333333334,D,W,W,D,D,W,1.125,-0.4166666666666667,0.25,-16.0
4798,NH,1.0833333333333333,1.7083333333333333,L,D,L,D,D,W,-0.625,0.5,-0.4166666666666667,8.0
4799,NH,0.7916666666666666,1.875,W,W,L,W,D,W,-0.625,1.0416666666666667,0.0,12.0
4800,H,1.52,1.2,D,W,L,D,L,L,0.76,-0.2,0.12,-11.0
4801,NH,1.64,0.8,W,D,D,L,D,L,0.4,-1.04,0.24,-9.0
4802,NH,1.12,2.36,W,L,D,W,D,W,-0.2,1.12,-0.24,7.0
4803,H,0.96,1.84,W,L,D,D,W,D,-0.48,1.0,-0.16,-1.0
4804,NH,0.64,1.08,D,D,D,D,L,D,-0.76,-0.6,0.16,5.0
4805,H,0.8,1.16,D,W,W,D,W,W,-0.6,-0.16,0.12,5.0
4806,H,1.08,1.36,L,L,D,D,W,D,-0.36,0.28,-0.2,7.0
4807,NH,0.8,0.92,D,L,D,L,D,D,-0.72,-0.44,-0.04,-3.0
4808,NH,2.08,1.4,D,W,W,D,W,L,1.04,0.48,0.12,-7.0
4809,NH,1.36,1.68,L,D,L,D,D,D,0.0,0.48,-0.32,6.0
4810,H,1.7692307692307692,0.8076923076923077,L,D,W,D,D,L,0.9230769230769231,-0.6923076923076923,0.19230769230769232,-9.0
4811,NH,1.0769230769230769,1.0769230769230769,D,D,L,L,W,L,-0.5769230769230769,-0.23076923076923078,-0.15384615384615385,3.0
4812,H,0.9230769230769231,2.0384615384615383,D,L,D,D,D,W,-0.4230769230769231,1.0,-0.19230769230769232,17.0
4813,H,1.1538461538461537,0.8846153846153846,L,D,L,W,D,W,-0.23076923076923078,-0.5384615384615384,-0.34615384615384615,-4.0
4814,NH,1.1153846153846154,1.5769230769230769,L,D,W,W,D,W,-0.19230769230769232,0.7692307692307693,0.0,10.0
4815,H,1.3076923076923077,0.6538461538461539,L,D,W,D,D,D,0.23076923076923078,-0.7307692307692307,-0.038461538461538464,-6.0
4816,H,1.7307692307692308,1.0384615384615385,W,D,D,W,W,L,0.5,-0.4230769230769231,0.07692307692307693,-1.0
4817,H,0.8076923076923077,1.1538461538461537,D,L,D,W,L,L,-1.0,-0.3076923076923077,-0.038461538461538464,-2.0
4818,H,2.3846153846153846,1.6153846153846154,W,W,D,D,W,D,1.1153846153846154,0.38461538461538464,0.15384615384615385,-5.0
4819,NH,1.3846153846153846,1.3076923076923077,D,D,W,L,L,D,0.46153846153846156,-0.038461538461538464,0.2692307692307692,-2.0
4820,H,1.3333333333333333,1.3703703703703705,L,D,D,W,L,D,0.37037037037037035,0.3333333333333333,-0.1111111111111111,-3.0
4821,H,1.6296296296296295,0.8888888888888888,W,W,D,W,D,L,0.7777777777777778,-0.9259259259259259,0.18518518518518517,-13.0
4822,H,1.0740740740740742,1.2222222222222223,D,L,W,W,L,D,-0.2222222222222222,-0.18518518518518517,0.037037037037037035,-5.0
4823,H,1.0740740740740742,1.5555555555555556,D,D,D,L,D,W,-0.5555555555555556,0.2962962962962963,-0.07407407407407407,5.0
4824,NH,0.6296296296296297,2.4074074074074074,L,D,D,W,W,W,-0.8148148148148148,1.1481481481481481,-0.3333333333333333,15.0
4825,NH,0.8518518518518519,0.7777777777777778,L,W,D,L,D,D,-0.5555555555555556,-0.7777777777777778,0.25925925925925924,3.0
4826,H,1.3703703703703705,1.0740740740740742,W,L,L,L,L,D,0.037037037037037035,-0.2222222222222222,-0.1111111111111111,-3.0
4827,H,1.962962962962963,1.8148148148148149,L,D,D,W,L,D,0.8888888888888888,1.0,0.0,-5.0
4828,H,1.0,1.0,L,W,W,W,D,L,-0.4444444444444444,-0.3333333333333333,0.037037037037037035,-13.0
4829,NH,1.1111111111111112,1.7777777777777777,L,W,L,W,W,D,-0.3333333333333333,0.5185185185185185,-0.18518518518518517,14.0
4830,H,1.75,1.4285714285714286,L,W,L,W,W,L,0.8928571428571429,0.07142857142857142,0.0,-4.0
4831,H,1.5,0.8214285714285714,L,L,D,L,L,W,0.25,-0.6428571428571429,-0.07142857142857142,-11.0
4832,H,2.4285714285714284,1.1428571428571428,W,W,W,W,D,D,1.1785714285714286,-0.5,0.25,-10.0
4833,NH,0.9642857142857143,0.6071428571428571,L,W,D,L,L,D,-0.39285714285714285,-0.8571428571428571,0.07142857142857142,1.0
4834,NH,1.1785714285714286,1.0714285714285714,L,W,L,L,L,W,-0.21428571428571427,-0.35714285714285715,0.03571428571428571,-4.0
4835,NH,1.0357142857142858,1.1428571428571428,L,L,L,W,D,L,-0.25,-0.17857142857142858,-0.10714285714285714,4.0
4836,H,1.3214285714285714,1.0714285714285714,L,W,L,W,L,W,0.14285714285714285,-0.35714285714285715,-0.07142857142857142,6.0
4837,NH,0.8571428571428571,1.3928571428571428,W,L,D,W,L,D,-0.6428571428571429,0.5357142857142857,-0.10714285714285714,7.0
4838,H,1.8214285714285714,1.6785714285714286,W,W,W,W,W,W,0.5357142857142857,0.7857142857142857,-0.07142857142857142,1.0
4839,NH,0.8571428571428571,2.0,L,W,D,W,L,D,-0.9285714285714286,0.9285714285714286,-0.10714285714285714,15.0
4840,NH,1.103448275862069,0.9310344827586207,L,W,D,L,L,W,-0.6206896551724138,-0.41379310344827586,0.06896551724137931,-6.0
4841,H,0.6896551724137931,1.0344827586206897,W,L,L,D,L,L,-0.7931034482758621,-0.2413793103448276,0.10344827586206896,4.0
4842,NH,0.7931034482758621,0.8275862068965517,L,L,L,L,L,W,-0.6896551724137931,-0.9310344827586207,0.0,2.0
4843,H,1.3793103448275863,1.3793103448275863,L,W,W,W,L,W,0.034482758620689655,0.1724137931034483,-0.034482758620689655,-1.0
4844,H,1.4482758620689655,1.8620689655172413,W,W,L,W,W,W,0.6551724137931034,0.5517241379310345,-0.1724137931034483,4.0
4845,H,1.0344827586206897,1.1379310344827587,L,W,L,L,L,W,-0.3793103448275862,-0.2413793103448276,0.1724137931034483,-9.0
4846,H,0.8275862068965517,0.6896551724137931,L,L,W,W,L,L,-0.9310344827586207,-0.7931034482758621,-0.034482758620689655,-1.0
4847,H,1.5517241379310345,2.0344827586206895,W,L,L,W,W,L,0.3103448275862069,0.9310344827586207,-0.034482758620689655,6.0
4848,H,2.4482758620689653,0.7931034482758621,W,W,W,L,L,L,1.2758620689655173,-0.6896551724137931,0.3793103448275862,-16.0
4849,H,0.9310344827586207,1.4482758620689655,L,L,W,W,W,L,-0.41379310344827586,0.6551724137931034,-0.13793103448275862,10.0
4850,NH,1.1,1.4333333333333333,L,L,L,W,L,W,-0.26666666666666666,0.06666666666666667,-0.2,4.0
4851,NH,1.3333333333333333,1.6666666666666667,L,W,L,W,L,W,0.13333333333333333,0.7666666666666667,-0.2,8.0
4852,H,1.8333333333333333,1.1,W,W,L,L,W,L,0.9333333333333333,-0.36666666666666664,0.1,-12.0
4853,NH,1.0,1.1,L,D,L,D,L,W,-0.3,-0.6,-0.16666666666666666,1.0
4854,NH,1.8,1.2,L,W,W,W,D,W,0.5,-0.13333333333333333,0.13333333333333333,-5.0
