,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
693,NH,1.6875,2.0,W,W,W,W,W,D,0.4375,1.1875,-0.0625,3.0
694,H,0.59375,1.0,L,D,D,L,L,W,-1.0625,-0.09375,-0.15625,-5.0
695,H,1.9375,1.28125,W,W,W,L,W,D,0.8125,-0.03125,0.15625,-6.0
696,NH,1.1875,1.28125,W,L,D,W,L,L,-0.25,-0.125,0.03125,2.0
697,NH,1.15625,1.09375,D,D,D,L,L,L,-0.25,-0.25,0.21875,-8.0
698,H,1.25,1.0,W,L,W,D,D,L,-0.375,-0.34375,0.21875,10.0
699,H,1.0,1.15625,L,L,W,D,D,D,-0.09375,-0.25,0.0,8.0
700,NH,1.2424242424242424,2.090909090909091,L,L,W,W,W,W,-0.09090909090909091,1.0303030303030303,-0.24242424242424243,7.0
701,NH,0.8787878787878788,1.1818181818181819,L,L,W,D,W,L,-0.696969696969697,-0.24242424242424243,-0.12121212121212122,3.0
702,H,1.0909090909090908,1.0909090909090908,L,W,W,W,W,L,-0.30303030303030304,-0.3939393939393939,0.0,-2.0
703,NH,1.0909090909090908,1.303030303030303,D,L,L,W,W,L,-0.24242424242424243,-0.3333333333333333,-0.24242424242424243,3.0
704,NH,0.9696969696969697,1.696969696969697,L,D,D,W,L,W,-0.3939393939393939,0.8484848484848485,-0.30303030303030304,-1.0
705,H,1.0606060606060606,0.6666666666666666,L,D,L,W,L,D,-0.5151515151515151,-1.0,-0.030303030303030304,-6.0
706,H,1.2727272727272727,1.6363636363636365,D,W,L,L,W,W,-0.12121212121212122,0.3939393939393939,-0.18181818181818182,8.0
707,NH,1.2727272727272727,1.8181818181818181,L,D,L,D,W,D,-0.06060606060606061,0.5454545454545454,-0.030303030303030304,-3.0
708,H,2.090909090909091,1.2727272727272727,W,W,W,D,W,L,1.0303030303030303,-0.12121212121212122,0.3333333333333333,-10.0
709,H,1.0909090909090908,0.9696969696969697,W,W,L,L,D,D,-0.3939393939393939,-0.3939393939393939,0.15151515151515152,13.0
710,H,1.6764705882352942,1.1470588235294117,D,W,L,W,L,W,0.8235294117647058,-0.23529411764705882,0.029411764705882353,-10.0
711,NH,0.6470588235294118,1.9705882352941178,L,W,L,W,L,W,-1.0,1.1176470588235294,-0.14705882352941177,12.0
712,H,1.2352941176470589,1.2647058823529411,W,D,W,D,L,D,-0.20588235294117646,-0.058823529411764705,0.17647058823529413,6.0
713,H,1.1176470588235294,0.8529411764705882,L,D,D,L,L,L,-0.29411764705882354,-0.7058823529411765,0.029411764705882353,-7.0
714,H,1.3529411764705883,1.2058823529411764,W,W,W,L,L,L,-0.2647058823529412,-0.17647058823529413,0.23529411764705882,6.0
715,H,1.588235294117647,1.1176470588235294,L,L,W,W,L,D,0.35294117647058826,-0.47058823529411764,0.058823529411764705,-3.0
716,NH,1.7941176470588236,1.0588235294117647,D,D,W,L,D,L,0.5294117647058824,-0.2647058823529412,0.14705882352941177,-7.0
717,NH,1.0588235294117647,1.6764705882352942,D,W,L,D,W,L,-0.029411764705882353,0.8235294117647058,-0.08823529411764706,12.0
718,NH,1.2647058823529411,1.588235294117647,D,L,D,L,L,W,-0.058823529411764705,0.35294117647058826,-0.20588235294117646,4.0
719,NH,1.2058823529411764,1.1176470588235294,L,L,L,L,D,D,-0.17647058823529413,-0.29411764705882354,0.0,-1.0
720,NH,0.8285714285714286,1.8285714285714285,L,L,L,W,D,D,-0.7428571428571429,0.5428571428571428,-0.17142857142857143,6.0
721,NH,1.1142857142857143,0.6285714285714286,L,W,L,L,L,W,-0.3142857142857143,-1.0,0.14285714285714285,3.0
722,NH,1.0857142857142856,2.0285714285714285,L,W,L,W,W,W,-0.5142857142857142,0.8571428571428571,-0.3142857142857143,4.0
723,NH,1.2857142857142858,1.3428571428571427,L,W,D,D,W,W,-0.11428571428571428,-0.2571428571428571,-0.08571428571428572,-3.0
724,NH,1.1142857142857143,1.2857142857142858,W,L,W,L,W,D,-0.34285714285714286,-0.11428571428571428,0.05714285714285714,6.0
725,NH,1.7142857142857142,2.0,W,D,W,W,W,L,0.8857142857142857,1.1142857142857143,-0.05714285714285714,5.0
726,NH,1.6285714285714286,1.0571428571428572,W,L,L,D,L,D,0.4,-0.2571428571428571,0.2,-14.0
727,NH,0.6285714285714286,1.2285714285714286,L,L,W,L,D,L,-1.0,-0.08571428571428572,0.05714285714285714,5.0
728,H,2.0285714285714285,0.8285714285714286,W,W,W,L,L,L,0.8571428571428571,-0.7428571428571429,0.34285714285714286,-14.0
729,NH,1.2857142857142858,1.1142857142857143,W,W,D,W,D,W,-0.17142857142857143,0.02857142857142857,0.08571428571428572,-4.0
730,H,1.8611111111111112,1.1666666666666667,W,W,D,D,L,L,0.6111111111111112,-0.2222222222222222,0.2777777777777778,2.0
731,NH,1.1666666666666667,1.1111111111111112,D,W,L,D,L,W,-0.2222222222222222,-0.3055555555555556,-0.027777777777777776,-6.0
732,H,1.3888888888888888,1.0555555555555556,W,D,W,L,L,W,-0.16666666666666666,-0.5277777777777778,0.25,8.0
733,H,2.1666666666666665,0.9166666666666666,W,W,W,L,L,D,1.0833333333333333,-0.5,0.3611111111111111,-3.0
734,NH,1.1111111111111112,1.8611111111111112,D,W,D,W,W,D,0.027777777777777776,0.6111111111111112,-0.08333333333333333,7.0
735,H,1.1111111111111112,1.1111111111111112,W,D,L,D,W,L,-0.2222222222222222,-0.3333333333333333,-0.1388888888888889,0.0
736,H,2.1666666666666665,1.3888888888888888,W,W,W,W,D,W,1.0833333333333333,-0.16666666666666666,0.05555555555555555,-13.0
737,H,0.9166666666666666,1.25,L,L,D,L,W,W,-0.5,-0.2222222222222222,-0.2222222222222222,-9.0
738,H,1.1944444444444444,1.1666666666666667,L,L,D,D,W,L,-0.1111111111111111,-0.2222222222222222,-0.1111111111111111,-2.0
739,NH,1.1666666666666667,1.0555555555555556,D,L,L,L,L,W,-0.2222222222222222,-0.5277777777777778,-0.08333333333333333,2.0
740,NH,0.7837837837837838,1.6216216216216217,L,L,L,L,W,W,-0.7837837837837838,0.3783783783783784,-0.16216216216216217,13.0
741,NH,1.162162162162162,0.6486486486486487,W,W,D,D,D,L,-0.13513513513513514,-0.9459459459459459,0.08108108108108109,5.0
742,NH,0.972972972972973,2.054054054054054,W,L,L,W,W,W,-0.4594594594594595,1.162162162162162,-0.21621621621621623,4.0
743,NH,1.2162162162162162,1.6486486486486487,L,L,W,L,D,W,-0.24324324324324326,0.7567567567567568,-0.02702702702702703,8.0
744,H,1.837837837837838,1.3513513513513513,D,W,W,L,W,D,0.5945945945945946,-0.21621621621621623,-0.02702702702702703,-4.0
745,H,1.2702702702702702,2.0,D,D,L,L,W,W,-0.10810810810810811,0.8378378378378378,-0.16216216216216217,9.0
746,NH,1.162162162162162,1.162162162162162,W,D,L,W,D,W,-0.2702702702702703,0.05405405405405406,-0.10810810810810811,-2.0
747,NH,1.0810810810810811,2.189189189189189,L,D,W,W,W,W,-0.40540540540540543,1.1081081081081081,-0.21621621621621623,16.0
748,H,2.0,1.162162162162162,L,W,W,W,D,W,0.8378378378378378,0.05405405405405406,0.02702702702702703,-15.0
749,NH,2.054054054054054,2.189189189189189,W,W,W,W,W,W,1.162162162162162,1.1081081081081081,-0.08108108108108109,-1.0
750,H,2.210526315789474,1.131578947368421,W,W,W,L,W,D,1.105263157894737,-0.2894736842105263,0.21052631578947367,-14.0
751,H,1.131578947368421,1.1578947368421053,L,W,D,D,W,W,0.02631578947368421,-0.13157894736842105,0.0,0.0
752,NH,1.6842105263157894,1.236842105263158,W,L,D,W,D,L,0.7894736842105263,-0.07894736842105263,0.07894736842105263,-2.0
753,H,1.6578947368421053,1.1842105263157894,W,L,W,L,L,L,0.39473684210526316,-0.2894736842105263,0.07894736842105263,-10.0
754,H,0.6578947368421053,1.3157894736842106,D,D,D,W,D,D,-0.9210526315789473,-0.07894736842105263,-0.13157894736842105,1.0
755,H,2.026315789473684,0.9473684210526315,W,L,W,L,W,L,0.8421052631578947,-0.47368421052631576,0.21052631578947367,-2.0
756,NH,2.0,1.131578947368421,L,W,W,D,L,D,1.105263157894737,-0.2894736842105263,0.2631578947368421,-8.0
757,H,1.105263157894737,1.868421052631579,L,L,D,W,D,W,-0.2631578947368421,0.631578947368421,-0.18421052631578946,-1.0
758,NH,1.0263157894736843,0.7631578947368421,D,L,L,L,L,L,-0.5789473684210527,-0.7894736842105263,0.10526315789473684,-10.0
759,H,1.3157894736842106,1.0526315789473684,L,L,W,L,L,D,-0.2631578947368421,-0.4473684210526316,0.07894736842105263,-3.0
760,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-7.0
761,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,8.0
762,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,6.0
763,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-3.0
764,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-13.0
765,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-15.0
766,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-1.0
767,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-17.0
768,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,6.0
769,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-3.0
770,NH,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0.0,3.0
771,NH,0.0,0.5,L,M,M,D,M,M,-1.0,0.0,-0.5,8.0
772,NH,0.0,0.0,L,M,M,L,M,M,-1.5,-0.5,0.0,2.0
773,H,1.5,0.5,W,M,M,D,M,M,0.5,0.0,1.0,-9.0
774,H,0.0,1.5,L,M,M,W,M,M,-1.5,2.0,-1.5,14.0
775,NH,0.5,1.5,D,M,M,W,M,M,0.0,1.5,-1.0,-1.0
776,NH,0.5,0.5,D,M,M,D,M,M,0.0,0.0,0.0,2.0
777,H,0.5,0.0,D,M,M,L,M,M,0.0,-0.5,0.5,1.0
778,NH,0.0,1.5,L,M,M,W,M,M,-0.5,1.5,-1.5,13.0
779,NH,0.0,1.5,L,M,M,W,M,M,-2.0,1.0,-1.5,6.0
780,H,1.3333333333333333,0.0,D,W,M,L,L,M,0.6666666666666666,-1.0,1.3333333333333333,-17.0
781,NH,1.0,1.3333333333333333,W,L,M,W,D,M,0.0,0.3333333333333333,-0.3333333333333333,5.0
782,H,0.0,1.0,L,L,M,W,L,M,-0.6666666666666666,-0.6666666666666666,-1.0,-10.0
783,NH,1.3333333333333333,2.0,W,D,M,W,W,M,0.3333333333333333,1.3333333333333333,-0.6666666666666666,8.0
784,NH,1.3333333333333333,0.0,W,D,M,L,L,M,0.3333333333333333,-1.0,1.3333333333333333,-3.0
785,NH,2.0,0.3333333333333333,W,W,M,L,D,M,1.6666666666666667,-0.3333333333333333,1.6666666666666667,-12.0
786,NH,0.3333333333333333,1.3333333333333333,L,D,M,D,W,M,-1.0,0.3333333333333333,-1.0,5.0
787,H,0.0,2.0,L,L,M,W,W,M,-1.0,1.6666666666666667,-2.0,13.0
788,H,1.0,1.3333333333333333,W,L,M,W,D,M,-0.6666666666666666,0.3333333333333333,-0.3333333333333333,3.0
789,H,0.6666666666666666,1.3333333333333333,D,D,M,W,D,M,0.0,0.3333333333333333,-0.6666666666666666,2.0
790,NH,1.0,1.25,W,L,D,D,D,W,0.0,0.25,-0.25,14.0
791,H,1.75,0.5,W,W,D,D,L,D,0.5,-0.75,1.25,-2.0
792,H,0.0,1.0,L,L,L,L,D,W,-1.5,0.5,-1.0,5.0
793,NH,0.25,0.75,L,D,L,L,W,L,-1.5,-0.25,-0.5,-7.0
794,H,0.75,0.75,W,L,L,W,L,L,-0.75,-0.25,0.0,8.0
795,NH,1.25,1.75,D,D,W,W,D,W,0.25,1.25,-0.5,5.0
796,NH,1.75,1.0,D,W,W,D,L,W,1.0,0.75,0.75,-2.0
797,H,1.25,1.25,D,D,W,W,D,D,0.25,0.25,0.0,-9.0
798,H,1.75,0.75,W,D,W,L,W,L,1.25,-0.75,1.0,-17.0
799,H,1.25,1.0,W,D,D,W,L,D,0.25,0.0,0.25,-5.0
800,H,0.6,1.2,L,W,L,W,L,W,-0.4,0.2,-0.6,-6.0
801,NH,1.0,1.2,L,D,W,D,D,D,0.0,0.2,-0.2,4.0
802,H,1.4,2.0,W,L,D,W,W,W,0.6,0.6,-0.6,4.0
803,NH,1.6,0.8,D,D,W,W,D,L,0.8,-0.4,0.8,-16.0
804,NH,1.6,1.2,W,D,D,W,W,L,0.4,-0.4,0.4,-13.0
805,NH,0.8,1.2,L,D,L,L,L,W,0.2,0.6,-0.4,-1.0
806,H,0.4,1.0,L,D,L,L,D,W,-0.8,-0.2,-0.6,-4.0
807,NH,0.2,0.6,L,L,D,W,L,L,-1.4,-1.0,-0.4,-11.0
808,NH,1.2,1.6,W,W,L,D,D,W,-0.4,0.8,-0.4,14.0
809,NH,1.2,1.6,W,L,W,D,W,D,0.2,1.0,-0.4,13.0
810,H,1.5,0.6666666666666666,W,D,D,L,L,D,0.3333333333333333,-0.3333333333333333,0.8333333333333334,2.0
811,H,0.8333333333333334,1.3333333333333333,L,L,D,W,L,W,-0.3333333333333333,0.5,-0.5,3.0
812,H,1.5,1.3333333333333333,W,L,L,L,W,D,0.8333333333333334,0.16666666666666666,0.16666666666666666,2.0
813,NH,0.8333333333333334,1.6666666666666667,L,D,W,W,W,L,-0.5,1.0,-0.8333333333333334,4.0
814,H,1.0,0.8333333333333334,W,W,L,W,L,D,-0.6666666666666666,-0.5,0.16666666666666666,7.0
815,NH,1.0,0.8333333333333334,L,W,L,L,L,D,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,8.0
816,H,1.6666666666666667,0.16666666666666666,L,W,W,L,L,L,0.3333333333333333,-1.3333333333333333,1.5,2.0
817,H,0.8333333333333334,1.0,D,W,D,W,L,W,-0.3333333333333333,0.0,-0.16666666666666666,10.0
818,H,1.8333333333333333,1.0,W,D,W,L,W,W,1.0,-0.5,0.8333333333333334,-15.0
819,H,1.5,1.0,D,D,D,W,W,L,0.6666666666666666,-0.6666666666666666,0.5,-16.0
820,H,1.1428571428571428,1.8571428571428572,L,L,W,W,L,W,0.0,0.42857142857142855,-1.0,-6.0
821,H,1.1428571428571428,1.1428571428571428,L,W,L,W,D,W,0.2857142857142857,0.14285714285714285,-0.14285714285714285,-6.0
822,H,1.0,0.7142857142857143,W,L,L,L,L,D,0.0,-0.8571428571428571,0.0,-13.0
823,NH,0.7142857142857143,0.8571428571428571,L,W,L,L,L,W,-0.5714285714285714,-0.5714285714285714,-0.2857142857142857,-3.0
824,NH,0.2857142857142857,1.0,D,L,L,D,L,W,-1.1428571428571428,-0.2857142857142857,-0.7142857142857143,-11.0
825,H,0.8571428571428571,1.1428571428571428,L,W,L,W,L,L,-0.42857142857142855,-0.14285714285714285,-0.14285714285714285,-7.0
826,H,0.8571428571428571,1.7142857142857142,D,L,L,W,W,L,-0.14285714285714285,0.8571428571428571,-0.5714285714285714,5.0
827,NH,1.5714285714285714,1.7142857142857142,D,W,W,W,W,D,0.8571428571428571,0.7142857142857143,-0.14285714285714285,7.0
828,NH,1.1428571428571428,1.0,W,D,W,W,L,L,0.14285714285714285,0.0,0.5714285714285714,14.0
829,NH,0.8571428571428571,0.7142857142857143,L,L,W,L,W,L,-0.5714285714285714,-0.5714285714285714,0.2857142857142857,5.0
830,NH,0.875,1.375,D,L,L,W,L,L,-0.5,0.125,-0.375,11.0
831,NH,1.625,0.625,D,W,W,W,D,L,0.625,-0.875,0.625,-1.0
832,H,1.0,1.375,L,W,L,L,D,W,-0.25,0.5,-0.375,2.0
833,NH,1.5,2.125,L,W,W,W,W,W,0.625,1.25,-0.875,4.0
834,NH,1.0,1.875,D,D,L,W,W,D,-0.25,0.875,-0.5,16.0
835,H,0.625,1.125,L,L,L,W,L,W,-1.0,-0.25,-0.625,9.0
836,NH,1.625,1.375,L,W,L,W,L,W,0.25,0.375,0.0,-3.0
837,NH,1.125,1.125,L,W,W,W,D,L,-0.625,0.0,0.5,8.0
838,H,1.375,0.875,W,L,W,D,L,L,0.375,-0.5,0.25,-4.0
839,H,1.25,1.125,W,W,L,L,W,W,0.25,-0.625,-0.25,-14.0
840,H,0.7777777777777778,0.8888888888888888,D,D,L,L,D,D,-0.4444444444444444,-0.5555555555555556,0.0,-7.0
841,NH,0.5555555555555556,0.8888888888888888,L,W,D,L,L,W,-0.8888888888888888,-0.2222222222222222,-0.3333333333333333,-11.0
842,H,2.2222222222222223,0.8888888888888888,W,W,W,W,L,L,1.4444444444444444,-0.7777777777777778,1.0,-16.0
843,NH,1.0,1.3333333333333333,L,W,L,L,L,W,-0.3333333333333333,0.2222222222222222,0.0,3.0
844,NH,1.3333333333333333,1.4444444444444444,W,W,D,L,L,W,0.2222222222222222,-0.1111111111111111,0.1111111111111111,1.0
845,H,1.5555555555555556,0.7777777777777778,W,L,D,L,D,L,0.5555555555555556,-0.6666666666666666,0.6666666666666666,-1.0
846,H,2.0,1.4444444444444444,W,W,W,L,D,W,1.1111111111111112,0.4444444444444444,0.3333333333333333,-4.0
847,H,1.5555555555555556,1.2222222222222223,W,W,L,W,L,W,0.3333333333333333,0.0,0.3333333333333333,-12.0
848,H,1.3333333333333333,1.4444444444444444,W,W,D,W,W,W,0.2222222222222222,0.3333333333333333,-0.2222222222222222,6.0
849,H,1.2222222222222223,2.2222222222222223,W,L,W,W,W,W,0.0,1.4444444444444444,-0.7777777777777778,14.0
850,NH,1.5,1.7,D,W,L,W,W,W,0.5,0.6,-0.1,10.0
851,NH,1.3,2.1,D,L,L,W,W,W,0.2,1.1,-0.6,3.0
852,NH,0.8,1.3,L,L,D,L,L,D,-0.7,0.3,-0.5,12.0
853,NH,0.8,0.8,L,W,L,W,L,W,-0.9,-0.7,-0.4,10.0
854,NH,0.9,1.1,L,L,L,W,L,L,-0.8,-0.1,-0.1,0.0
855,H,0.7,1.7,L,L,D,W,W,W,-0.7,0.8,-1.1,2.0
856,H,1.6,0.7,W,L,L,L,L,D,0.0,-0.8,0.5,-7.0
857,NH,1.0,1.0,D,L,W,W,D,D,-0.3,-0.2,-0.1,-3.0
858,NH,1.5,0.8,D,W,L,W,L,W,0.5,-0.7,0.1,6.0
859,NH,2.3,1.2,W,W,W,L,W,W,1.5,0.1,0.8,-9.0
860,NH,1.0909090909090908,0.7272727272727273,D,W,L,L,L,L,-0.09090909090909091,-0.9090909090909091,0.45454545454545453,0.0
861,H,1.4545454545454546,0.9090909090909091,W,L,L,D,L,L,0.5454545454545454,-0.7272727272727273,0.2727272727272727,-12.0
862,H,2.1818181818181817,1.7272727272727273,W,W,W,W,W,L,1.0909090909090908,0.18181818181818182,0.5454545454545454,-7.0
863,NH,1.6363636363636365,0.9090909090909091,D,W,W,L,D,L,0.5454545454545454,-0.36363636363636365,0.5454545454545454,-5.0
864,NH,1.5454545454545454,1.1818181818181819,L,W,W,L,D,L,0.6363636363636364,0.09090909090909091,0.45454545454545453,7.0
865,H,1.4545454545454546,0.9090909090909091,W,L,W,W,L,L,0.09090909090909091,-0.5454545454545454,0.7272727272727273,-10.0
866,H,1.1818181818181819,1.3636363636363635,W,W,D,L,D,W,-0.09090909090909091,0.36363636363636365,0.2727272727272727,-2.0
867,NH,1.0,1.2727272727272727,W,W,L,W,L,W,-0.5454545454545454,-0.18181818181818182,0.09090909090909091,-8.0
868,NH,0.7272727272727273,0.7272727272727273,D,L,L,L,L,W,-0.7272727272727273,-0.9090909090909091,-0.09090909090909091,-1.0
869,H,1.0909090909090908,0.7272727272727273,D,W,L,D,L,L,-0.09090909090909091,-0.7272727272727273,0.45454545454545453,2.0
870,H,2.25,0.9166666666666666,W,W,W,L,W,W,1.0833333333333333,-0.5833333333333334,0.5,-5.0
871,H,1.5833333333333333,1.3333333333333333,D,D,W,W,W,W,0.5,0.08333333333333333,0.0,-8.0
872,NH,0.8333333333333334,0.9166666666666666,L,D,L,W,L,L,-0.8333333333333334,-0.6666666666666666,-0.25,0.0
873,NH,1.5,0.9166666666666666,W,W,L,D,L,D,0.4166666666666667,-0.3333333333333333,0.5833333333333334,2.0
874,NH,0.8333333333333334,0.75,L,W,L,D,L,L,-0.5833333333333334,-0.8333333333333334,0.0,-3.0
875,NH,1.25,1.9166666666666667,L,L,D,L,L,W,0.16666666666666666,1.0833333333333333,-0.4166666666666667,12.0
876,NH,1.1666666666666667,1.4166666666666667,D,L,D,W,W,L,0.08333333333333333,-0.08333333333333333,-0.5833333333333334,-10.0
877,NH,1.5833333333333333,1.5833333333333333,L,W,W,W,W,L,0.08333333333333333,0.6666666666666666,-0.08333333333333333,3.0
878,H,1.5833333333333333,1.5,W,W,L,D,L,W,0.25,0.5833333333333334,0.16666666666666666,-8.0
879,H,1.9166666666666667,1.5833333333333333,L,L,W,W,W,L,1.0833333333333333,0.25,-0.25,-3.0
880,H,0.9230769230769231,1.1538461538461537,D,D,L,L,L,L,-0.3076923076923077,0.07692307692307693,-0.07692307692307693,-5.0
881,NH,0.6923076923076923,0.7692307692307693,D,L,D,L,L,D,-0.7692307692307693,-0.8461538461538461,0.07692307692307693,-2.0
882,H,1.5384615384615385,1.1538461538461537,D,W,W,W,L,D,0.6153846153846154,-0.07692307692307693,0.0,-12.0
883,H,1.5384615384615385,0.8461538461538461,W,W,W,D,L,W,0.0,-0.5384615384615384,0.6153846153846154,1.0
884,H,1.0769230769230769,1.6923076923076923,W,W,L,W,D,D,-0.5384615384615384,0.5384615384615384,-0.38461538461538464,15.0
885,H,1.3846153846153846,2.3076923076923075,L,D,L,W,W,W,0.38461538461538464,1.1538461538461537,-0.6153846153846154,10.0
886,NH,1.2307692307692308,1.4615384615384615,L,W,W,D,W,W,0.0,0.38461538461538464,0.0,1.0
887,H,0.7692307692307693,1.5384615384615385,D,D,L,D,L,W,-0.7692307692307693,0.07692307692307693,-0.15384615384615385,8.0
888,NH,0.8461538461538461,1.0769230769230769,L,L,W,L,D,L,-0.6923076923076923,0.0,0.3076923076923077,2.0
889,H,2.0,1.5384615384615385,W,L,L,D,L,W,1.0769230769230769,0.07692307692307693,0.15384615384615385,-8.0
890,H,1.6428571428571428,1.5,W,D,W,W,L,D,0.7857142857142857,0.42857142857142855,0.21428571428571427,-6.0
891,NH,1.2142857142857142,0.7857142857142857,W,W,W,L,D,L,-0.35714285714285715,-0.5714285714285714,0.35714285714285715,4.0
892,H,1.5714285714285714,1.2142857142857142,W,L,W,D,L,W,0.21428571428571427,0.0,-0.07142857142857142,-7.0
893,NH,0.7857142857142857,1.0714285714285714,D,L,L,W,D,D,-0.7857142857142857,-0.14285714285714285,-0.2857142857142857,10.0
894,NH,1.0714285714285714,1.0714285714285714,L,W,L,L,L,L,-0.2857142857142857,-0.07142857142857142,0.42857142857142855,5.0
895,NH,1.4285714285714286,1.6428571428571428,D,D,W,W,W,W,0.35714285714285715,0.07142857142857142,-0.2857142857142857,-5.0
896,NH,1.2142857142857142,0.8571428571428571,W,L,D,W,D,L,0.07142857142857142,-0.5714285714285714,0.0,-11.0
897,NH,2.142857142857143,0.9285714285714286,L,W,W,W,D,D,1.0,-0.5714285714285714,0.5,-15.0
898,NH,0.7857142857142857,1.5714285714285714,L,L,L,L,W,D,-0.7142857142857143,0.35714285714285715,-0.14285714285714285,4.0
899,H,1.0714285714285714,0.7857142857142857,W,D,D,L,L,L,-0.14285714285714285,-0.7142857142857143,0.0,1.0
900,NH,0.8666666666666667,1.7333333333333334,D,W,D,W,W,D,-0.5333333333333333,0.8,-0.4666666666666667,10.0
901,H,1.7333333333333334,0.8,W,W,W,D,D,L,0.13333333333333333,-0.7333333333333333,0.8,-3.0
902,H,1.0666666666666667,2.066666666666667,D,L,L,D,L,W,-0.06666666666666667,0.9333333333333333,-0.6,11.0
903,H,1.5333333333333334,1.4666666666666666,D,L,W,L,W,L,0.3333333333333333,0.06666666666666667,-0.2,-1.0
904,H,1.4,1.1333333333333333,L,W,L,L,W,W,0.3333333333333333,-0.4,-0.3333333333333333,-6.0
905,H,1.1333333333333333,2.1333333333333333,L,D,L,W,W,W,-0.06666666666666667,1.2,-0.13333333333333333,10.0
906,NH,0.9333333333333333,1.0666666666666667,D,W,D,D,L,W,-0.5333333333333333,-0.26666666666666666,0.06666666666666667,-1.0
907,H,0.9333333333333333,1.3333333333333333,W,L,D,L,D,D,-0.4666666666666667,0.26666666666666666,-0.06666666666666667,4.0
908,H,1.3333333333333333,1.1333333333333333,L,L,D,L,W,L,-0.26666666666666666,-0.06666666666666667,0.0,4.0
909,H,2.1333333333333333,1.0666666666666667,W,W,W,D,W,D,1.2,-0.13333333333333333,0.2,-7.0
910,NH,1.1875,1.4375,W,D,L,W,L,L,-0.1875,-0.125,0.1875,9.0
911,H,1.25,1.1875,L,L,D,W,D,L,0.125,0.0,0.0625,-3.0
912,H,1.6875,0.875,D,W,W,L,D,W,0.75,-0.5625,0.3125,-11.0
913,H,1.0625,0.8125,L,L,W,L,D,W,-0.5,-0.625,0.25,2.0
914,H,0.75,1.5,L,D,D,W,L,W,-0.75,0.4375,-0.3125,6.0
915,NH,1.0625,1.0625,L,L,W,W,W,L,-0.1875,-0.3125,-0.1875,-9.0
916,NH,1.9375,1.625,L,D,L,W,D,L,0.8125,0.4375,-0.0625,-1.0
917,H,1.5625,1.8125,W,L,W,W,W,W,0.125,0.1875,-0.375,-11.0
918,NH,0.75,1.25,L,D,L,W,L,D,-0.8125,0.0,-0.375,-4.0
919,NH,1.1875,1.5625,W,D,W,W,L,W,0.0625,0.125,0.0,4.0
920,NH,0.8235294117647058,1.3529411764705883,D,L,D,W,L,L,-0.5882352941176471,0.17647058823529413,0.058823529411764705,6.0
921,H,1.1764705882352942,1.8235294117647058,W,W,W,L,L,D,-0.23529411764705882,0.7058823529411765,0.35294117647058826,12.0
922,NH,1.7058823529411764,1.7647058823529411,L,W,W,W,D,W,0.11764705882352941,0.8823529411764706,0.058823529411764705,9.0
923,H,1.1176470588235294,1.0,L,W,D,L,L,L,-0.058823529411764705,-0.23529411764705882,0.058823529411764705,8.0
924,H,1.7058823529411764,2.0588235294117645,W,W,D,W,L,W,0.47058823529411764,1.1176470588235294,-0.11764705882352941,2.0
925,NH,1.411764705882353,0.7058823529411765,L,W,L,L,L,D,0.35294117647058826,-0.8235294117647058,0.29411764705882354,5.0
926,H,1.3529411764705883,1.1764705882352942,W,W,L,D,W,D,0.058823529411764705,-0.17647058823529413,-0.058823529411764705,-7.0
927,H,1.411764705882353,0.8823529411764706,D,W,L,W,L,D,-0.11764705882352941,-0.6470588235294118,0.0,-9.0
928,NH,0.8235294117647058,1.1764705882352942,L,L,D,W,L,L,-0.7058823529411765,-0.35294117647058826,-0.23529411764705882,-1.0
929,H,1.1176470588235294,0.8823529411764706,L,W,D,W,L,D,-0.058823529411764705,-0.6470588235294118,0.17647058823529413,-10.0
930,NH,1.2777777777777777,1.2777777777777777,W,W,W,W,W,L,-0.1111111111111111,-0.16666666666666666,0.16666666666666666,-4.0
931,H,1.6111111111111112,1.3333333333333333,L,L,W,D,W,L,0.0,0.16666666666666666,0.2222222222222222,5.0
932,H,1.7777777777777777,0.7222222222222222,W,W,W,D,L,L,0.5555555555555556,-0.7777777777777778,0.4444444444444444,-4.0
933,NH,1.3888888888888888,1.8333333333333333,D,L,W,W,W,D,0.3333333333333333,0.9444444444444444,-0.3333333333333333,6.0
934,NH,1.4444444444444444,1.6111111111111112,W,W,W,D,W,W,0.16666666666666666,0.16666666666666666,0.0,7.0
935,NH,1.2222222222222223,1.1111111111111112,W,L,W,L,D,W,0.0,-0.2777777777777778,0.1111111111111111,-5.0
